,Country_Region,Province_State,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
200,Italy,Calabria,1810,98,1267,445.0,92.95727919693128,5.414364640883979
201,Italy,Campania,10089,456,5060,4573.0,173.8975457504466,4.519774011299433
202,Italy,Emilia-Romagna,34225,4474,25313,4438.0,767.4666782674292,13.072315558802044
203,Italy,Friuli Venezia Giulia,4345,350,3314,681.0,357.54842744523626,8.055235903337168
204,Italy,Lazio,14179,890,7751,5538.0,241.17710894319896,6.276888356019465
205,Italy,Liguria,12407,1588,9386,1433.0,800.1212402620853,12.799226243249779
206,Italy,Lombardia,104547,16917,78695,8935.0,1039.175299540563,16.181239059944332
207,Italy,Marche,7703,989,6093,621.0,505.02500867059035,12.839153576528625
208,Italy,Molise,586,23,459,104.0,191.7432603552813,3.9249146757679183
209,Italy,P.A. Bolzano,3281,292,2584,405.0,616.3608970577737,8.899725693386163
210,Italy,P.A. Trento,5689,405,4750,534.0,1050.7593024243745,7.119001582000352
211,Italy,Piemonte,34241,4154,27783,2304.0,785.9919392269683,12.131655033439445
212,Italy,Puglia,6944,578,4278,2088.0,172.34819199449598,8.323732718894009
213,Italy,Sardegna,3167,141,1431,1595.0,193.1579278002868,4.452162930217872
214,Italy,Sicilia,5846,296,3318,2232.0,116.92254891156628,5.063291139240507
215,Italy,Toscana,13665,1152,9686,2827.0,366.38915112741415,8.430296377607025
216,Italy,Umbria,2192,83,1638,471.0,248.52185053542166,3.7864963503649633
217,Italy,Valle d'Aosta,1276,146,1082,48.0,1015.3900020689764,11.442006269592474
218,Italy,Veneto,25609,2158,20406,3045.0,522.0090120904537,8.426724979499395
219,Japan,Aichi,5077,79,4554,444.0,67.22509708710224,1.5560370297419737
220,Japan,Akita,52,0,51,1.0,5.3802936398721135,0.0
221,Japan,Aomori,35,1,32,2.0,2.808152628711676,2.8571428571428568
222,Japan,Chiba,3603,68,3174,361.0,57.56159314130373,1.8873161254510131
223,Japan,Ehime,114,6,108,0.0,8.512449457331346,5.2631578947368425
224,Japan,Fukui,244,9,215,20.0,31.773439748312693,3.6885245901639343
225,Japan,Fukuoka,5000,89,4629,282.0,97.96854386806066,1.78
226,Japan,Fukushima,218,2,180,36.0,11.812395320774266,0.9174311926605504
227,Japan,Gifu,597,10,552,35.0,30.05154065741898,1.6750418760469012
228,Japan,Gunma,644,19,480,145.0,33.15390412961735,2.950310559006211
229,Japan,Hiroshima,472,3,461,8.0,16.832033070665652,0.6355932203389829
230,Japan,Hokkaido,1933,106,1742,85.0,36.81870397781049,5.483704086911536
231,Japan,Hyogo,2582,56,2349,177.0,47.23582605068613,2.168861347792409
232,Japan,Ibaraki,623,16,568,39.0,21.780878765810805,2.5682182985553768
233,Japan,Ishikawa,750,44,636,70.0,65.92543042713525,5.866666666666666
234,Japan,Iwate,23,0,23,0.0,1.8747717669153319,0.0
235,Japan,Kagawa,94,2,82,10.0,9.829068319344339,2.127659574468085
236,Japan,Kagoshima,377,12,354,11.0,23.52907400923563,3.1830238726790454
237,Japan,Kanagawa,6327,136,5484,707.0,68.78468859572259,2.149517938991623
238,Japan,Kochi,137,4,129,4.0,19.626691727707588,2.9197080291970803
239,Japan,Kumamoto,570,8,537,25.0,32.61677520804639,1.4035087719298245
240,Japan,Kyoto,1672,25,1554,93.0,64.7320106374206,1.4952153110047848
241,Japan,Mie,469,5,388,76.0,26.33526533481725,1.0660980810234542
242,Japan,Miyagi,365,2,263,100.0,15.825769121539741,0.547945205479452
243,Japan,Miyazaki,365,1,340,24.0,34.00723562169419,0.273972602739726
244,Japan,Nagano,300,1,296,3.0,14.642789158478909,0.3333333333333333
245,Japan,Nagasaki,236,3,227,6.0,17.79085791135328,1.2711864406779658
246,Japan,Nara,552,9,527,16.0,41.49992143583714,1.6304347826086956
247,Japan,Niigata,162,0,144,18.0,7.287101919566588,0.0
248,Japan,Oita,158,2,151,5.0,13.915383897258673,1.2658227848101269
249,Japan,Okayama,148,1,146,1.0,7.832403500025933,0.6756756756756757
250,Japan,Okinawa,2343,45,2139,159.0,161.23393853979718,1.9206145966709347
