,Unnamed: 0_x,country,province,age,sex,RecoveryRate,Hospitalizations,NonHospitalizations,deceased,Unnamed: 0_y,Confirmed,Deaths,Recovered,Active,Incidence_Rate,Case-Fatality_Ratio
154,464,India,Karnataka,35.32441835181561,0.5957816916721026,0.06626440530550119,0.18128941074146554,0.0,0.002446183953033268,201,502982,7808,394026,101148.0,744.4671456667662,1.5523418333061618
155,465,India,Kerala,43.419139915202905,0.5857056329497274,0.04906117504542702,0.1994245911568746,0.0,0.0015142337976983644,202,126381,501,90085,35795.0,354.0139267719107,0.3964203479953474
156,466,India,Ladakh,43.00925925925926,0.5740740740740741,0.07175925925925926,0.17824074074074073,0.0,0.0,203,3635,48,2600,987.0,1325.2445413414318,1.3204951856946354
157,467,India,Madhya Pradesh,45.071309990944755,0.5506338665861756,0.088703591910655,0.15641035315424087,0.0,0.0048860549351041355,205,100458,1901,76952,21605.0,117.68886841587171,1.8923331143363402
158,468,India,Maharashtra,45.12027413979253,0.5493686335257945,0.07571703515936723,0.16933530488663567,0.0,0.00494765995399709,206,1167496,31791,834432,301273.0,948.0720829266996,2.7230071880331925
159,469,India,Manipur,39.611111111111114,0.5111111111111111,0.027777777777777776,0.2222222222222222,0.0,0.0,207,8607,52,6629,1926.0,278.40448707685,0.6041594051353549
160,470,India,Meghalaya,46.51282051282051,0.5641025641025641,0.07692307692307693,0.17307692307692307,0.0,0.0,208,4445,32,2437,1976.0,132.02800359995368,0.7199100112485939
161,471,India,Mizoram,36.5,1.0,0.125,0.125,0.0,0.0,209,1548,0,973,575.0,124.91486745144621,0.0
162,472,India,Nagaland,46.37209302325582,0.5581395348837209,0.0,0.25,0.0,0.0,210,5357,15,4129,1213.0,238.1211675360437,0.2800074668657831
163,473,India,Odisha,43.862886288628864,0.588058805880588,0.09128412841284128,0.15796579657965795,0.0,0.00075007500750075,211,171341,682,137567,33092.0,369.61723504710267,0.3980366637290549
164,474,India,Puducherry,41.583333333333336,0.5416666666666666,0.0546875,0.1953125,0.0,0.0,212,21913,462,16715,4736.0,1550.219236499517,2.1083375165426914
165,475,India,Punjab,45.83115975780159,0.5333022822543083,0.1118421052631579,0.13641127154168609,0.0,0.0017466231951560314,213,92833,2708,68463,21662.0,307.99194184020746,2.9170661295013627
166,476,India,Rajasthan,45.000734655713615,0.5556668670273158,0.09537166900420756,0.15192346223201764,3.3393441528083894e-05,0.0026714753222467106,214,111290,1308,92265,17717.0,137.33963585979478,1.1753077545152304
167,477,India,Sikkim,67.0,0.0,0.0,0.25,0.0,0.0,215,2303,24,1857,422.0,333.646745893885,1.0421189752496742
168,479,India,Tamil Nadu,41.0710648599015,0.5925317899774618,0.08490080414034892,0.1639583739113498,0.0,0.0011408219483012884,216,530908,8685,475717,46506.0,682.0392581739452,1.6358766490616077
